credit_card,cvv,credit_card_exp,phone,zipcode,state,city,street_addr,url,ssn,email,name,social,timestamp,dx_generic_text,generic_numbers
5048376906852964,624,02/66,+1 347 592 8241,68374,New York,New York City,9825 Messerschmidt Street,i2i.jp/etiam/faucibus/cursus/urna/ut/tellus.jsp?natoque=curabitur&penatibus=convallis&et=duis&magnis=consequat&dis=dui&parturient=nec&montes=nisi&nascetur=volutpat&ridiculus=eleifend&mus=donec&etiam=ut&vel=dolor&augue=morbi&vestibulum=vel&rutrum=lectus&rutrum=in&neque=quam&aenean=fringilla&auctor=rhoncus&gravida=mauris&sem=enim&praesent=leo&id=rhoncus&massa=sed&id=vestibulum&nisl=sit&venenatis=amet&lacinia=cursus&aenean=id&sit=turpis&amet=integer&justo=aliquet&morbi=massa&ut=id&odio=lobortis&cras=convallis&mi=tortor&pede=risus&malesuada=dapibus&in=augue&imperdiet=vel&et=accumsan&commodo=tellus&vulputate=nisi&justo=eu&in=orci&blandit=mauris&ultrices=lacinia&enim=sapien&lorem=quis&ipsum=libero&dolor=nullam&sit=sit&amet=amet&consectetuer=turpis&adipiscing=elementum&elit=ligula&proin=vehicula&interdum=consequat&mauris=morbi&non=a&ligula=ipsum&pellentesque=integer&ultrices=a&phasellus=nibh&id=in&sapien=quis&in=justo&sapien=maecenas&iaculis=rhoncus&congue=aliquam&vivamus=lacus&metus=morbi&arcu=quis&adipiscing=tortor&molestie=id&hendrerit=nulla&at=ultrices&vulputate=aliquet&vitae=maecenas&nisl=leo&aenean=odio&lectus=condimentum&pellentesque=id&eget=luctus&nunc=nec,830-64-5060,btackesa@woothemes.com,Biddy,@CUD73ON424,1.61E+12,"Crohn's disease, unspecified, with abscess",82.64%
5048376906852964,161,08/53,+1 812 495 4949,02113,Indiana,Evansville,7 Sunnyside Way,msu.edu/vestibulum/ac/est/lacinia/nisi.png?in=vel&blandit=sem&ultrices=sed&enim=sagittis&lorem=nam&ipsum=congue&dolor=risus&sit=semper&amet=porta&consectetuer=volutpat&adipiscing=quam&elit=pede,629-64-4311,judyb@blogtalkradio.com,Juieta,@39ZK4XO4W1,1.68E+12,"Female genital prolapse, unspecified",23.60%
5048376192783386,610,03/25,+1 806 457 5118,76834,Texas,Amarillo,29 Pankratz Parkway,marriott.com/neque/sapien.xml?aliquet=quis&maecenas=orci&leo=nullam&odio=molestie&condimentum=nibh&id=in&luctus=lectus&nec=pellentesque&molestie=at&sed=nulla&justo=suspendisse&pellentesque=potenti&viverra=cras&pede=in&ac=purus&diam=eu&cras=magna&pellentesque=vulputate&volutpat=luctus&dui=cum&maecenas=sociis&tristique=natoque&est=penatibus&et=et&tempus=magnis&semper=dis&est=parturient&quam=montes&pharetra=nascetur&magna=ridiculus&ac=mus&consequat=vivamus&metus=vestibulum&sapien=sagittis&ut=sapien&nunc=cum&vestibulum=sociis&ante=natoque&ipsum=penatibus&primis=et&in=magnis&faucibus=dis&orci=parturient&luctus=montes&et=nascetur&ultrices=ridiculus&posuere=mus&cubilia=etiam&curae=vel&mauris=augue&viverra=vestibulum&diam=rutrum&vitae=rutrum&quam=neque&suspendisse=aenean&potenti=auctor&nullam=gravida&porttitor=sem&lacus=praesent&at=id&turpis=massa&donec=id&posuere=nisl&metus=venenatis&vitae=lacinia&ipsum=aenean&aliquam=sit&non=amet&mauris=justo&morbi=morbi&non=ut&lectus=odio&aliquam=cras&sit=mi&amet=pede&diam=malesuada&in=in&magna=imperdiet&bibendum=et&imperdiet=commodo&nullam=vulputate&orci=justo&pede=in&venenatis=blandit&non=ultrices&sodales=enim&sed=lorem&tincidunt=ipsum&eu=dolor&felis=sit&fusce=amet&posuere=consectetuer&felis=adipiscing&sed=elit&lacus=proin&morbi=interdum&sem=mauris&mauris=non,179-34-8280,vwaylenc@miibeian.gov.cn,Valerye,@BTX95MH4N9,1.63E+12,"Poisoning by oth drug/meds/biol subst, self-harm, init",85.60%
5048376813959373,598,03/20,+1 919 483 2812,37526,North Carolina,Durham,13 Melody Plaza,squidoo.com/vivamus/metus/arcu/adipiscing/molestie.html?diam=sollicitudin&vitae=ut,228-60-0426,mbampforthd@so-net.ne.jp,Matilde,@3CP8Z36459,1.61E+12,"Displ midcervical fx r femur, subs for clos fx w delay heal",64.88%
5048376813959373,574,06/55,+1 347 234 7323,14536,New York,Flushing,91 Vermont Avenue,geocities.jp/pretium/nisl/ut/volutpat/sapien/arcu.aspx?consectetuer=vitae&adipiscing=consectetuer&elit=eget&proin=rutrum&risus=at&praesent=lorem&lectus=integer&vestibulum=tincidunt&quam=ante&sapien=vel&varius=ipsum&ut=praesent&blandit=blandit&non=lacinia&interdum=erat&in=vestibulum&ante=sed&vestibulum=magna&ante=at&ipsum=nunc&primis=commodo&in=placerat&faucibus=praesent&orci=blandit&luctus=nam&et=nulla&ultrices=integer&posuere=pede&cubilia=justo&curae=lacinia&duis=eget&faucibus=tincidunt&accumsan=eget&odio=tempus&curabitur=vel&convallis=pede&duis=morbi&consequat=porttitor&dui=lorem&nec=id&nisi=ligula&volutpat=suspendisse&eleifend=ornare&donec=consequat&ut=lectus&dolor=in&morbi=est&vel=risus&lectus=auctor&in=sed&quam=tristique&fringilla=in&rhoncus=tempus&mauris=sit&enim=amet&leo=sem&rhoncus=fusce&sed=consequat&vestibulum=nulla&sit=nisl&amet=nunc&cursus=nisl&id=duis&turpis=bibendum&integer=felis&aliquet=sed&massa=interdum&id=venenatis&lobortis=turpis&convallis=enim&tortor=blandit&risus=mi&dapibus=in&augue=porttitor&vel=pede&accumsan=justo&tellus=eu&nisi=massa&eu=donec&orci=dapibus&mauris=duis&lacinia=at&sapien=velit&quis=eu&libero=est&nullam=congue&sit=elementum&amet=in&turpis=hac&elementum=habitasse&ligula=platea&vehicula=dictumst&consequat=morbi&morbi=vestibulum&a=velit&ipsum=id&integer=pretium&a=iaculis,737-25-5620,wmckeone@ca.gov,Wayne,@358J6W14N3,1.66E+12,"Unspecified subluxation of unspecified toe(s), subs encntr",3.26%
5048376813959373,430,09/90,+1 202 838 8930,75238,District of Columbia,Washington,99137 Autumn Leaf Crossing,blogs.com/ut/tellus.json?eleifend=cras&donec=pellentesque&ut=volutpat&dolor=dui&morbi=maecenas&vel=tristique&lectus=est&in=et&quam=tempus&fringilla=semper&rhoncus=est&mauris=quam&enim=pharetra&leo=magna&rhoncus=ac&sed=consequat&vestibulum=metus&sit=sapien&amet=ut&cursus=nunc&id=vestibulum&turpis=ante&integer=ipsum&aliquet=primis&massa=in&id=faucibus&lobortis=orci&convallis=luctus&tortor=et&risus=ultrices&dapibus=posuere&augue=cubilia&vel=curae&accumsan=mauris&tellus=viverra&nisi=diam&eu=vitae&orci=quam&mauris=suspendisse&lacinia=potenti&sapien=nullam&quis=porttitor&libero=lacus&nullam=at&sit=turpis&amet=donec&turpis=posuere&elementum=metus&ligula=vitae&vehicula=ipsum&consequat=aliquam&morbi=non&a=mauris&ipsum=morbi&integer=non&a=lectus&nibh=aliquam&in=sit&quis=amet&justo=diam&maecenas=in&rhoncus=magna&aliquam=bibendum&lacus=imperdiet&morbi=nullam&quis=orci&tortor=pede&id=venenatis&nulla=non&ultrices=sodales&aliquet=sed&maecenas=tincidunt&leo=eu&odio=felis&condimentum=fusce&id=posuere&luctus=felis&nec=sed&molestie=lacus&sed=morbi&justo=sem&pellentesque=mauris&viverra=laoreet&pede=ut&ac=rhoncus&diam=aliquet&cras=pulvinar,606-34-4206,mflewf@last.fm,Meaghan,@UWK08229H9,1.66E+12,"Inj flexor musc/fasc/tend r little fngr at wrs/hnd lv, sqla",94.66%
5048376813959373,759,01/69,+1 212 217 5890,28426,New York,New York City,788 Harbort Crossing,cornell.edu/volutpat/quam/pede/lobortis/ligula/sit.png?lorem=in&id=lacus&ligula=curabitur&suspendisse=at&ornare=ipsum&consequat=ac&lectus=tellus&in=semper&est=interdum&risus=mauris&auctor=ullamcorper&sed=purus&tristique=sit&in=amet,419-93-7076,ewankag@lulu.com,Eddi,@64S23ZE1U3,1.63E+12,"Dorsopathy, unspecified",63.88%
5048376813959373,702,09/18,+1 619 300 5739,55199,California,San Diego,62696 Warrior Crossing,slideshare.net/ac/leo/pellentesque/ultrices/mattis/odio.jsp?in=etiam&porttitor=justo&pede=etiam&justo=pretium&eu=iaculis&massa=justo&donec=in&dapibus=hac&duis=habitasse&at=platea&velit=dictumst&eu=etiam&est=faucibus&congue=cursus&elementum=urna&in=ut&hac=tellus&habitasse=nulla&platea=ut&dictumst=erat&morbi=id&vestibulum=mauris&velit=vulputate&id=elementum&pretium=nullam&iaculis=varius&diam=nulla&erat=facilisi&fermentum=cras&justo=non&nec=velit&condimentum=nec&neque=nisi&sapien=vulputate&placerat=nonummy&ante=maecenas&nulla=tincidunt&justo=lacus&aliquam=at&quis=velit&turpis=vivamus&eget=vel&elit=nulla&sodales=eget&scelerisque=eros&mauris=elementum&sit=pellentesque&amet=quisque&eros=porta&suspendisse=volutpat&accumsan=erat&tortor=quisque&quis=erat&turpis=eros&sed=viverra&ante=eget&vivamus=congue&tortor=eget&duis=semper&mattis=rutrum&egestas=nulla&metus=nunc&aenean=purus&fermentum=phasellus&donec=in&ut=felis&mauris=donec&eget=semper&massa=sapien&tempor=a&convallis=libero&nulla=nam&neque=dui&libero=proin&convallis=leo&eget=odio&eleifend=porttitor&luctus=id&ultricies=consequat&eu=in&nibh=consequat&quisque=ut&id=nulla&justo=sed&sit=accumsan&amet=felis&sapien=ut&dignissim=at&vestibulum=dolor,380-17-4189,mshallcrossh@elpais.com,Mei,@K969I8T268,1.66E+12,Transient myocardial ischemia in newborn,54.17%
5108756287049529,253,05/71,+1 310 534 8947,68102,California,Torrance,5 Reinke Alley,umich.edu/vel/dapibus/at/diam/nam/tristique/tortor.html?posuere=ut&cubilia=massa&curae=quis&mauris=augue&viverra=luctus&diam=tincidunt&vitae=nulla&quam=mollis&suspendisse=molestie&potenti=lorem&nullam=quisque&porttitor=ut&lacus=erat&at=curabitur&turpis=gravida&donec=nisi&posuere=at&metus=nibh&vitae=in&ipsum=hac&aliquam=habitasse&non=platea&mauris=dictumst&morbi=aliquam&non=augue&lectus=quam&aliquam=sollicitudin&sit=vitae&amet=consectetuer&diam=eget&in=rutrum&magna=at&bibendum=lorem&imperdiet=integer&nullam=tincidunt&orci=ante&pede=vel&venenatis=ipsum,357-79-2567,jyushmanovi@utexas.edu,Jaye,@YX7E4Q6Z4O,1.68E+12,"Pedestrian injured in traf involving oth mv, subs",5.30%
5108756287049529,288,01/83,+1 713 270 8637,58401,Texas,Humble,8208 Farmco Point,fc2.com/pellentesque/viverra/pede.jsp?ultrices=vitae&vel=ipsum&augue=aliquam&vestibulum=non&ante=mauris&ipsum=morbi&primis=non&in=lectus&faucibus=aliquam&orci=sit&luctus=amet&et=diam&ultrices=in&posuere=magna&cubilia=bibendum&curae=imperdiet&donec=nullam&pharetra=orci&magna=pede&vestibulum=venenatis&aliquet=non&ultrices=sodales&erat=sed&tortor=tincidunt&sollicitudin=eu&mi=felis&sit=fusce&amet=posuere&lobortis=felis&sapien=sed&sapien=lacus&non=morbi&mi=sem&integer=mauris&ac=laoreet&neque=ut&duis=rhoncus&bibendum=aliquet&morbi=pulvinar&non=sed&quam=nisl&nec=nunc&dui=rhoncus&luctus=dui&rutrum=vel&nulla=sem&tellus=sed&in=sagittis&sagittis=nam&dui=congue&vel=risus&nisl=semper&duis=porta&ac=volutpat&nibh=quam&fusce=pede&lacus=lobortis&purus=ligula&aliquet=sit&at=amet&feugiat=eleifend&non=pede&pretium=libero,109-61-2113,ldyblej@omniture.com,Lyssa,@O8CC6SJT57,1.60E+12,"Nondisp seg fx shaft of r fibula, 7thJ",70.83%
5108756287049529,964,06/20,+1 754 286 9800,05769,Florida,Fort Lauderdale,85 Coleman Hill,google.com/id/ligula/suspendisse/ornare/consequat.jsp?rhoncus=sit&aliquam=amet&lacus=justo&morbi=morbi&quis=ut&tortor=odio&id=cras&nulla=mi&ultrices=pede&aliquet=malesuada&maecenas=in&leo=imperdiet&odio=et&condimentum=commodo&id=vulputate&luctus=justo&nec=in&molestie=blandit&sed=ultrices&justo=enim&pellentesque=lorem&viverra=ipsum&pede=dolor&ac=sit&diam=amet&cras=consectetuer&pellentesque=adipiscing&volutpat=elit&dui=proin&maecenas=interdum&tristique=mauris&est=non&et=ligula&tempus=pellentesque&semper=ultrices&est=phasellus&quam=id&pharetra=sapien&magna=in&ac=sapien&consequat=iaculis&metus=congue&sapien=vivamus&ut=metus&nunc=arcu&vestibulum=adipiscing&ante=molestie&ipsum=hendrerit&primis=at&in=vulputate&faucibus=vitae&orci=nisl&luctus=aenean&et=lectus&ultrices=pellentesque&posuere=eget&cubilia=nunc&curae=donec&mauris=quis&viverra=orci&diam=eget&vitae=orci&quam=vehicula&suspendisse=condimentum&potenti=curabitur&nullam=in&porttitor=libero&lacus=ut&at=massa&turpis=volutpat,269-49-0175,scollingworthk@spiegel.de,Sharla,@41T876S8ML,1.61E+12,Complete traumatic amputation of left ear,25.27%
5108756287049529,288,05/21,+1 513 134 9555,00490,Ohio,Cincinnati,09 Messerschmidt Way,smh.com.au/leo.html?purus=adipiscing&eu=elit&magna=proin&vulputate=risus&luctus=praesent&cum=lectus&sociis=vestibulum&natoque=quam&penatibus=sapien&et=varius&magnis=ut&dis=blandit,744-16-3698,lcadyl@noaa.gov,Lorelle,@1AB16CJVX2,1.64E+12,Other complications of anesthesia during labor and delivery,85.13%
5108756287049529,604,08/77,+1 212 430 6620,71785,New York,Jamaica,27 Stuart Hill,bigcartel.com/justo/morbi.json?id=est&consequat=lacinia&in=nisi&consequat=venenatis&ut=tristique&nulla=fusce&sed=congue&accumsan=diam&felis=id&ut=ornare&at=imperdiet&dolor=sapien&quis=urna&odio=pretium&consequat=nisl&varius=ut&integer=volutpat&ac=sapien&leo=arcu&pellentesque=sed&ultrices=augue&mattis=aliquam&odio=erat&donec=volutpat&vitae=in&nisi=congue&nam=etiam&ultrices=justo&libero=etiam&non=pretium&mattis=iaculis&pulvinar=justo&nulla=in&pede=hac&ullamcorper=habitasse&augue=platea&a=dictumst&suscipit=etiam&nulla=faucibus&elit=cursus,694-66-0457,hecclestonem@aol.com,Halley,@7F42L4D6C6,1.63E+12,Other marginal perforations of tympanic membrane,46.35%
